name,logFC,P.Value
TRIM38,0.126196041,0.64353022
LGR4,0.131121428,0.643595229
TWSG1,0.119076735,0.643697926
NKX2-2,0.118888388,0.643711374
HERPUD1,0.171578107,0.643976276
ACY1,0.102169538,0.644103272
PDGFC,0.173184434,0.644132391
TNFRSF11B,-0.19170425,0.644309604
LIMS1,0.161907795,0.644323797
FAM117A,0.117508931,0.644433491
ZNF395,-0.086339711,0.644443244
CALHM2,0.10285943,0.644443704
CIB2,-0.132153619,0.644464896
PZP,-0.278849613,0.644516897
SERP1,0.102447588,0.644684775
NAA16,0.148988957,0.644725486
PIGQ,0.134115747,0.64473861
LOC105375421,0.185706937,0.645415303
POU3F3,-0.085856634,0.645597415
TMEM179B,-0.134627484,0.645647262
VPS9D1-AS1,-0.175232374,0.646019718
FLVCR2,-0.251055267,0.646199261
SLX1B-SULT1A4,0.131386382,0.646589787
NTAN1,-0.121965405,0.646902577
COL4A6,0.243662412,0.647660064
MASP1,-0.151701575,0.647825716
NEB,0.156034219,0.648150679
TCAIM,0.152835283,0.648322059
HSPG2,-0.123657389,0.648653433
DHFR,0.136516911,0.648989395
CCDC50,0.121631974,0.649027894
LINC01730,-0.196995753,0.649074081
EFCAB13,0.185672272,0.649130728
ZNF85,0.498873115,0.649208688
IL10RA,-0.20679098,0.649250468
GALNS,0.11238869,0.649339342
KLK14,0.216478566,0.649440457
SLC35E2A,-0.163829356,0.649563082
HIGD1B,-0.27038998,0.649841692
SNX25,0.140582569,0.650062742
GLIS2,-1.036565126,0.650176103
RGL3,-0.140541511,0.650248374
SHTN1,0.153195823,0.65026159
RN7SL809P,-0.294803842,0.650281073
GOLGA8K,0.187394633,0.650287277
MIF4GD,0.631592819,0.65031554
SNORA54,0.228719498,0.650320566
CHRNB1,0.103708522,0.650407147
SLX1A-SULT1A3,0.11708326,0.650473618
RNU4ATAC,-0.235476738,0.650713835
LY6K,-0.18412596,0.650717241
CEMIP2,0.176646988,0.650824606
EIF3CL,0.842740377,0.651101222
DERL2,0.160644983,0.651136183
DPM3,-0.19960814,0.65117664
IER5L,-0.125185072,0.651264551
PRDM4,-0.085775138,0.651371294
IGF2,-0.177629233,0.651695796
TPST2,-0.111920529,0.651719477
TNIP1,0.104029231,0.651822202
TMEM119,0.115247418,0.651827862
ST6GALNAC6,0.101741487,0.651832379
SNORA73B,0.203880084,0.652544875
UTP14C,0.934319885,0.65263941
FANCB,-0.219259915,0.652712317
TEP1,0.121133406,0.652729122
SERPIND1,0.260847381,0.652851624
PDGFRA,0.164982679,0.652962961
RGPD2,0.613164132,0.653031226
PATL1,0.163925832,0.653046228
TRAK2,0.156588241,0.653070535
TEAD4,0.592460684,0.653111269
WFS1,-0.103640442,0.653637078
LINCR-0001,0.254059679,0.653755616
CDH5,-0.17221054,0.653930276
MBP,-0.145601814,0.653967319
TMEM106A,0.158501733,0.654161092
ABL1,0.090650345,0.654193605
BMPR1B,0.193450309,0.654513061
UBQLN4,0.101375986,0.654692099
BAIAP3,-0.124595939,0.654784187
TRIB2,-0.141886296,0.655112325
DIAPH3,-0.155587048,0.655200761
H3C6,-0.224817816,0.655252304
BNIP1,0.216421358,0.655372639
NFE2L2,0.133421968,0.655376546
RAPGEF1,0.098585106,0.655840749
XPO1,0.173258251,0.655923967
SOX9-AS1,0.1179725,0.655971015
LRRC56,-0.321858221,0.656030342
RP2,0.153882678,0.656171172
DGCR6,0.094882963,0.656207289
ZNF672,0.093444267,0.656461213
KIAA1958,0.15234659,0.656623701
KRT26,0.184559452,0.656707456
ZNF521,0.112249273,0.656716069
MED25,0.097235642,0.656832062
SLC9A8,0.155526364,0.656850077
CDKL4,0.230765589,0.657056132
ZNF581,0.124094585,0.657101945
NBL1,0.103135685,0.657246001
ZFAND6,0.175267749,0.657413367
SNORA77B,-0.250843623,0.657637729
SH3BGRL3,0.121545552,0.657760494
TP53I11,-0.100849952,0.657767165
LOC116435278,-0.126292171,0.657882813
DAB2,0.14850894,0.658095673
VPS52,-0.343401364,0.658219661
RNU11,-0.419080091,0.658301332
MTFR1,0.154260156,0.658767625
LOC100505685,0.208953642,0.658779851
IRF4,-0.267353399,0.658980782
APOBR,-0.120188406,0.659015289
CEP152,0.128960909,0.659182767
ECHDC3,0.217532129,0.659299619
LMLN2,0.254042897,0.659366945
PKP4,-0.08030331,0.659447975
SAMD8,0.130794858,0.660137754
F11-AS1,0.211045672,0.660445638
FUT9,0.172225907,0.660895115
FCGR2B,-0.222054476,0.661038124
RGMA,-0.085997933,0.661187084
AP3B1,0.130756306,0.661549089
LINC01585,-0.188791108,0.66158285
FXYD2,0.159312283,0.661823958
MYOF,0.172907455,0.662528503
NIPA2,0.142677456,0.662791562
GABRE,0.153466499,0.66286703
RPS19BP1,0.088584228,0.662886447
SLC1A5,0.141528177,0.66288855
MCL1,-0.116973364,0.662892264
CHPT1,-0.094617261,0.6629545
HHEX,-0.173488355,0.66305427
PALD1,0.090386456,0.663210508
NPNT,0.196386609,0.663452563
SNHG3,0.127043403,0.663559171
ADCY2,0.144176546,0.664221863
DNAI1,0.20020365,0.664686019
LDHD,0.145645867,0.664874671
ABHD8,0.090101885,0.664989651
PYURF,0.096324485,0.665218737
RCVRN,0.212194663,0.665268219
RAB9A,-0.187136317,0.665396605
SLC25A18,-0.122215514,0.665419142
BAIAP2L1,-0.170617124,0.665447487
RDM1P4,0.197622037,0.66560733
TMEM98,-0.159379706,0.665613699
NFATC3,0.095121299,0.665667237
TMEM104,0.132191628,0.665721868
CNTF,-0.203634016,0.665834026
TIMP2,0.10852422,0.666082944
RN7SL608P,0.144981109,0.666102591
GAB3,0.156131903,0.666187954
ACAN,0.17207419,0.666218364
SLC4A2,-0.111321225,0.66625929
PIGUP1,-0.187142904,0.666289212
MLLT1,-0.080738262,0.666488758
ZBTB10,0.123265445,0.666592266
CCND1,0.12076151,0.666719215
ZNF579,0.092027375,0.666751691
LINC02556,-0.208460013,0.666857598
FBXO30,0.173132678,0.666873234
NLRP12,0.147244442,0.666952409
CD68,0.192900198,0.666986012
TMEM230,0.12000032,0.667113374
TMEM132A,0.098425799,0.667211694
HLA-F-AS1,0.335176055,0.667220347
UQCR11,0.140295894,0.66727231
BMI1,0.169428773,0.667328582
LOC101929141,0.449163157,0.667371876
DET1,0.211129556,0.66746875
TTPA,-0.208107435,0.667658424
ZBTB22,0.47627979,0.667668346
RN7SL68P,-0.171913794,0.667778457
YIPF6,0.098899415,0.668030955
STRA6,-0.160561759,0.66814472
RSPH10B,0.154009129,0.668276389
KPNA4,0.105330638,0.668564235
ASZ1,0.157733614,0.668905304
RPS6,0.123227844,0.669066534
MIR3682,0.174105635,0.669070679
NAALADL1,-0.173967144,0.669124233
SCD,0.143499005,0.669194289
CHMP1B2P,0.230879221,0.669219102
ELK4,0.131323009,0.669480085
SDHAF2,0.126572074,0.66952847
ABCD4,0.113105069,0.669611353
C11orf98,0.199018878,0.669736619
RPS5,0.130324175,0.669893588
KCTD7,0.119567755,0.669976244
RORC,-0.201646632,0.670340031
SPRY1,0.127963337,0.670502728
CYB5R3,0.097336005,0.670639509
MXRA5,0.182255148,0.670701885
VEGFB,-0.283465934,0.670908375
RAI14,-0.117494263,0.670947752
ZNF513,0.081661877,0.671058434
GPNMB,0.158144207,0.671296931
ARL6IP6,0.434044123,0.671355728
NOTCH2,-0.12685742,0.671368998
SPP1,0.215014084,0.671455128
TLR1,0.236502855,0.671637684
LRRC63,0.312351341,0.671888117
TBC1D1,0.106058658,0.671908262
BMS1P17,0.4418943,0.672154062
LRRC58,-0.106513538,0.672350158
SLC35D2,0.15241199,0.67239067
BLID,0.194516463,0.672399348
ZNF701,0.111768615,0.672557203
CLDN1,0.19946288,0.672622663
ZBTB20,-0.128289079,0.672702321
HS6ST1,-0.077113162,0.672870096
CD82,-0.111188073,0.672951318
GNG7,-0.077409457,0.673327652
MRPS6,-0.185937672,0.673334488
CYP1B1,-0.182495129,0.673769292
LYZ,0.185064356,0.673887955
RBM15-AS1,0.189842958,0.673933726
DHCR7,-0.144480059,0.674096515
RBM14,-0.125133814,0.674166678
SIAH2,-0.129706691,0.674203876
SLC25A48,-0.136647802,0.674206062
SALL3,-0.29925064,0.67433619
PTMA,0.130689363,0.674590482
MIR3648-2,-0.175511765,0.674716941
MIR3648-1,-0.175511765,0.674716941
UBL3,0.117890122,0.674732845
PRCP,-0.176771361,0.674763123
NADK,0.082326268,0.674892968
FREM2,0.160090689,0.675115019
STPG2,0.186900361,0.675122321
TK1,-0.148252745,0.67528006
TMEM30B,0.24024809,0.675435247
RPL6P10,0.127923127,0.675494576
LYG1,-0.247514789,0.675760916
ADAMTS12,0.201036941,0.675821698
TRABD,0.102878965,0.675943439
AGAP1-IT1,0.152366351,0.675984074
PYGO1,0.133457085,0.676184123
KANK4,0.156794366,0.676219146
GLI3,-0.130012092,0.676224941
FCGRT,-0.103748684,0.676294889
KCTD8,0.107483245,0.676379785
HSD17B14,0.101259847,0.676406823
LINC01482,0.165078014,0.676569323
THOC6,0.117166953,0.676598135
ATP11A,0.096867051,0.676835054
RSPH14,0.16435287,0.676977949
CORO7-PAM16,0.488682263,0.677046456
POR,0.097740568,0.677078867
LOC100996643,0.201842624,0.677084748
SULT1C4,-0.135841782,0.677368574
RPS2,0.084842676,0.677421564
LYVE1,-0.199155211,0.677529405
BAIAP2L2,-0.267558095,0.67794361
TMEM79,0.129439439,0.678189492
EIF1,0.148294209,0.678476613
TRIM16,0.136951701,0.678863417
SAV1,0.096110677,0.679071822
SRP14-DT,-0.116274574,0.679218022
PDXDC1,0.143843233,0.679388579
FNTA,0.131157909,0.679498011
URB1-AS1,-0.140065058,0.680209587
ZBTB12,0.273518177,0.680273821
ABHD3,-0.177747497,0.680292951
KDM6B,-0.087574552,0.68034647
ENGASE,0.123937783,0.680373159
LINC01140,0.188532766,0.680454232
TMEM109,0.086674967,0.680726616
PBX3,-0.109882942,0.680888707
LOC101928682,0.215295713,0.680998564
DEDD2,-0.130401896,0.681063171
BCL9L,-0.08299072,0.681129457
RFX2,0.115990022,0.681450452
DHRSX,0.091201686,0.681657819
OSGIN2,0.162702423,0.681709434
IL16,-0.127880276,0.681880439
HSD17B8,-0.270255848,0.682224498
C4orf47,0.202279254,0.682265437
CHCHD4,0.148914979,0.682697862
LPP,0.125552395,0.68316352
ERRFI1,0.106221531,0.683348662
P4HA3,0.205202367,0.683408025
EXOSC6,0.082265598,0.683577749
ZNF177,0.137201941,0.68378218
RHOA,0.1328579,0.683793981
IDO1,-0.152551991,0.683841743
ADIPOR2,0.164293464,0.684086287
KLHL21,-0.094473544,0.684287429
TMEM200A,0.215402347,0.684401598
ADCY7,0.093948363,0.684711158
FAM219A,0.094665639,0.684915393
CA4,0.129998328,0.684965377
SLC22A8,-0.308139743,0.684980806
DPY19L3-DT,0.167516912,0.685015618
ESYT3,0.137485666,0.685134635
ARSI,-0.144015281,0.68521231
GPAA1P2,0.19168986,0.685337325
TIPARP,0.155754412,0.685702168
TNFSF12-TNFSF13,0.866746048,0.685865742
ZBTB44,0.140848646,0.68588139
SYVN1,-0.119765714,0.685901167
SPPL3,0.114502357,0.68594995
BGLAP,-0.137610714,0.686383792
TEX41,0.190970443,0.686406718
MLEC,-0.092138782,0.686490566
DEK,0.079596467,0.686707855
NLRP1,-0.104019709,0.686730475
RENBP,0.107025894,0.686759287
DZIP1L,0.110733699,0.686779379
PARP10,0.081280731,0.68681498
TMEM19,0.11589572,0.687181923
PCDHGA12,0.092996548,0.687182264
CYP4B1,-0.187764206,0.687341543
MTRNR2L8,-0.359878048,0.687602493
TSC22D3,0.109913304,0.687620412
GOLGA6L4,0.343125299,0.687761922
LOC100130449,0.138159101,0.687776065
DNAJC14,0.713447761,0.687893502
LINC00847,0.100057537,0.687947286
CANT1,-0.089371924,0.687962705
OR8D4,-0.159797476,0.688373915
DUSP9,-0.132501843,0.688465564
TLR4,-0.17021658,0.688542366
INSIG1,-0.113280643,0.689163584
LINC00324,-0.192753971,0.689187929
FOSL2,-0.112201227,0.689254738
PSMB8-AS1,0.502107549,0.689625105
SNORA17B,0.288570077,0.689735875
RPLP2,0.107953779,0.689878612
CD302,-0.160305583,0.689979544
ADPRH,-0.169447247,0.690007412
POLDIP3,0.088547765,0.690019557
MBOAT2,0.136376621,0.690035876
KCNQ2,-0.109756378,0.69009493
KLHL8,0.123700929,0.690415632
RHOG,0.108208561,0.690792614
GCH1,0.181906155,0.690935469
CAPN12,0.165600126,0.69100069
RBM47,0.112460902,0.691180356
ZNF503-AS2,0.113900149,0.69138393
DUSP19,0.12762367,0.691571922
SND1-IT1,0.178712,0.691575008
NTN5,0.178343806,0.691583482
PRH1-PRR4,-0.275746386,0.691612533
WASL-DT,0.140273158,0.691795332
PTPRZ1,0.141197834,0.691796013
MSN,-0.11742987,0.691838093
CHD3,0.087298645,0.691914135
BMP4,0.14119009,0.692245615
CXCL14,-0.102724089,0.692630674
TWNK,-0.106838307,0.692783924
ST3GAL1,0.094771727,0.692802155
RPS4Y1,0.48885273,0.692855012
FUT7,-0.165811774,0.692880482
MXI1,0.099882357,0.693022553
DOK3,-0.120827063,0.693279288
ATP11C,-0.150753088,0.693679451
MYL9,-0.174878725,0.693858808
LOC105370259,-0.149014734,0.694229914
SLPI,-0.259379988,0.694238327
RMST,0.15299709,0.694747657
PPEF2,0.274144675,0.694802646
PSPN,-0.093661271,0.695091022
TPM3P9,-0.095124663,0.69521874
IRAK3,-0.196228495,0.695291656
CD59,0.14612306,0.695431804
TNIP2,-0.097481476,0.695526748
TBX18,-0.15978027,0.6956478
PITPNC1,0.116919093,0.695870027
EDA,0.116786255,0.695949556
NTRK2,1.089291771,0.696047404
ADAMTS9,0.217832355,0.696058725
TBC1D29P,-0.102500575,0.696121833
AGTRAP,0.120303859,0.696178147
TNFRSF10B,-0.137892204,0.696309131
SASH3,0.132790151,0.696367888
WNT6,0.171280107,0.696508959
RND2,-0.114515047,0.696550133
TMEM164,-0.103624257,0.696620984
F7,-0.184297026,0.696699405
SHMT2,0.101245136,0.696837821
EMP1,-0.17896992,0.696920984
ZNF221,0.141466151,0.697001385
RAVER2,0.126557739,0.697022387
C1orf54,0.204747511,0.697194032
RASSF2,0.119265,0.697307981
SMOC1,0.123627444,0.697455165
ANGPT2,-0.173679952,0.697540785
ARL17A,-0.197486907,0.697696887
IRF3,0.086906219,0.697969617
CLK1,0.137953559,0.698072996
SLFNL1,0.114800957,0.698353803
DACT2,-0.160816374,0.698710795
SIRPB2,-0.146866428,0.698831396
ACSM5,0.138719678,0.699024636
NUDT4,0.135209404,0.699132461
ELN,-0.110283095,0.699234611
RAB39A,-0.169022921,0.699242028
GJA1,-0.185005618,0.69927061
PMCHL2,0.237464879,0.699646548
THBS2,0.157415283,0.699681694
CCDC68,0.188192126,0.700415988
LINC02204,-0.140008044,0.700788532
ARHGAP18,0.151884303,0.700810483
LINC00313,0.188721589,0.701079836
SUSD2,0.142751978,0.701142599
B3GNT6,0.172391972,0.701188564
TGFBR3,-0.135673772,0.70167207
LPAR3,-0.163042567,0.701686764
CAPN15,0.078680532,0.702257067
MYL12B,0.138828901,0.7024062
PIK3R6,-0.137716383,0.702447406
EPHA1-AS1,0.174148498,0.702664246
MYLK2,0.180771595,0.702710454
PLEKHG2,0.103000487,0.702718009
UNC119B,-0.081285116,0.702808505
RBBP6,0.082641334,0.703079555
POLR2H,0.087732633,0.703379957
PPP4C,0.079314743,0.703399822
PBXIP1,-0.10020295,0.703408664
FKBP14,0.118876948,0.70370736
HMCN1,-0.191204791,0.703760398
ABCB4,-0.21564277,0.703792647
MKLN1-AS,0.123327659,0.703835075
PADI2,0.078750501,0.703879177
GSN,0.095715455,0.704187387
LYSMD3,0.137352137,0.704229326
SSTR1,-0.093581152,0.704391904
LMNTD1,0.130601042,0.704593528
CYP27A1,0.089117724,0.705095747
MAFG,-0.073158577,0.705464646
STAT5B,0.079544263,0.705511738
COMTD1,0.081551375,0.705551291
TMEM126A,0.191375912,0.705809362
DCN,-0.16434502,0.705869415
LOC100419928,0.164695029,0.70615079
C7,-0.227317926,0.706493283
MIRLET7BHG,0.084380393,0.706547608
C7orf25,0.157966672,0.706717037
LTBR,0.083834653,0.70678086
CDC42EP1,0.093299082,0.707134554
LINC01270,0.165971647,0.707436592
TRPC4,-0.166768755,0.707550276
RANBP3,0.086599561,0.707616579
EEF1AKMT4-ECE2,0.405897933,0.707818103
HLA-K,-1.005394792,0.708069379
SLC9A2,0.179478362,0.708170961
INSRR,-0.228020624,0.70865755
SS18L2,0.217662223,0.708738849
RASAL3,-0.146485913,0.708740269
EIF4EBP2,-0.096957058,0.708939694
ZHX2,0.092282663,0.709070334
BAG1,0.089232467,0.709266486
SPX,-0.14787022,0.709396191
MYO10,-0.0919135,0.709576598
MTND4P16,0.207910421,0.70970045
ZBTB1,0.104957798,0.709727084
ZNF208,0.141996879,0.709804715
MIR941-1,-0.178565105,0.709929756
RBPMS2,-0.151962515,0.710064671
LOC105370792,0.1380871,0.710242217
KIF13B,0.079236902,0.710371428
C2CD4D,0.110552394,0.710414789
EEF1A1,0.1557433,0.710856179
FGF14-AS2,0.161996057,0.710885625
NPIPB14P,-0.233297679,0.7110219
LINC02607,0.181565626,0.711023629
CLDN5,-0.172370191,0.711054969
PAK4,-0.074331429,0.711129318
NEK5,0.117116151,0.711133278
SIGLEC11,-0.117348013,0.711312885
CEBPD,-0.125577534,0.711620696
RAB23,0.119199932,0.711703973
UNC5CL,-0.134421538,0.712259506
SP100,0.09902752,0.712290955
FES,-0.094227035,0.712294984
LY6H,0.223878896,0.712566338
TREM1,0.247330684,0.712961945
LOC101927354,-0.202473138,0.712985579
TUBA1C,-0.113248553,0.713068494
CDRT15P3,0.17789185,0.713119208
TMCC2,-0.0772334,0.713223254
APOBEC3G,0.108131142,0.713274792
RNF227,0.154670125,0.713475765
MTRNR2L2,-0.176812365,0.713524304
MRC2,-0.120025505,0.713737057
NATD1,0.077540353,0.713889934
TMED5,0.144096062,0.714001602
OST4,0.104677833,0.714222834
GRK7,0.15581168,0.714238491
RPL32P13,0.15748072,0.714590205
ITGA1,-0.16549637,0.714598997
DOK1,-0.101486791,0.714632358
PIPOX,0.128825532,0.714910721
KRT10,0.151744192,0.714913235
UBALD1,0.070209826,0.714929822
NAGA,0.092839195,0.715172029
PFKP,0.120265652,0.715314064
GLP1R,0.135186334,0.715468907
LRMDA,0.134284359,0.715606825
KIT,-0.382308412,0.715665287
HSF1,0.071837205,0.715774885
SOCS2,-0.099176515,0.716522226
TMEM88,0.154108365,0.716558142
ZNF467,-0.098031844,0.71687829
MIR7158,0.160930444,0.716956463
CTDNEP1,-0.074598905,0.717345037
AJM1,0.078187946,0.717634415
KLF11,0.112529885,0.71803957
MFAP4,0.221036012,0.718052306
SLC38A3,-0.109957697,0.718083634
CDK4,0.098145962,0.71829077
TSPAN33,-0.105810951,0.718298499
EDA2R,0.170226162,0.718311599
PTBP1,0.078352408,0.71846929
OR2A12,-0.130305619,0.71852395
TPT1,0.133459007,0.718705402
CEP295NL,-0.120832633,0.718995682
NR2F6,0.183842281,0.719123996
RPL27,0.172265164,0.71922496
ZNF358,-0.071527579,0.719505552
MKI67,0.268624689,0.719648114
MAPKAPK2,-0.132581163,0.719671172
IGDCC4,-0.087225871,0.719706983
ENDOU,0.145586657,0.719843686
ITPK1,0.067756674,0.720060986
CIITA,-0.163073253,0.720272274
SLC7A1,-0.12715057,0.720369428
RNF182,-0.131705315,0.720402429
RADIL,0.092282787,0.720628277
TRIM65,0.07452385,0.720819419
CACNA1S,0.188712863,0.720885149
TSC22D4,-0.070724237,0.720953247
RPS15A,0.127545767,0.721238514
PDE5A,-0.150136365,0.721507105
RHOJ,0.135197539,0.721669355
NTN3,-0.100489829,0.721804632
BSN-DT,0.117685535,0.721946107
ARHGDIB,0.1658107,0.721984804
ABR,0.081655882,0.722120386
CCDC157,-0.085549092,0.722124664
LRRN4CL,0.117104121,0.72215234
GNA15,-0.1113465,0.722308762
MMD2,0.143773269,0.722661598
MAP3K20,0.108096259,0.722950505
FAM184B,0.079946811,0.723070541
ZNF664,-0.079355031,0.723100593
PXMP2,0.088297293,0.723119418
ADGRA2,-0.081570211,0.723165728
KLF6,-0.098165754,0.723461151
GNB1L,0.104424595,0.723535569
LOC102724428,-0.169722725,0.723641767
SLC35G1,0.160526574,0.72402837
MFSD5,-0.18149365,0.72412176
LOC105372273,0.14273176,0.724408583
HIPK3,0.115023572,0.724578563
SRRM5,-0.152151098,0.724686199
GPR137,0.07009834,0.724767195
ITGA6,0.402721637,0.724815049
ESR1,0.272179859,0.724931562
IL17RB,-0.157917325,0.725080931
NOS3,0.133362429,0.725094775
TLE3,-0.084339998,0.725255882
SLC18B1,0.083603322,0.725663726
PEDS1,-0.070661401,0.725748639
CASP1,-0.176526847,0.725819689
OLIG1,-0.088387008,0.726424336
CD99,0.116572893,0.726804609
NDUFA6-DT,0.153135593,0.726847386
HDAC1,0.098166438,0.727100275
SPINDOC,-0.102639816,0.727179675
DPM2,-0.124181383,0.727254635
SLC24A3,0.096398158,0.727336264
MYBPH,-0.157618772,0.727490099
C19orf25,0.0626425,0.727512663
LOC105371592,0.157425216,0.727544149
SNX33,-0.325363517,0.727755107
CASC3,0.090782594,0.727996709
SPACA6,-0.074128195,0.72811724
PCGF5,0.122102489,0.728123355
HP1BP3,0.084551134,0.728129394
TFCP2L1,0.157391098,0.72843906
CLIP2,-0.075759169,0.728540166
ASPHD2,0.104157143,0.729129355
APOBEC3A,0.136137748,0.729306506
RNU5E-6P,0.162381134,0.729317962
COMMD8,0.147467591,0.729588885
PRKCZ-AS1,0.139328779,0.729750198
AK3,-0.096870837,0.729947736
KLHL2,0.111649293,0.730065381
TENT5A,-0.141263269,0.73012971
GCSH,-0.116372492,0.730200154
RPL11P1,0.154061864,0.730432426
FAAP20,-0.067028992,0.73065173
ALKBH5,0.074148437,0.730887143
GLUL,0.120495939,0.730887738
TCEAL9,-0.152178121,0.730915484
EBI3,-0.134519762,0.730965008
VGLL4,0.07508002,0.731083715
DENND5A,0.091001629,0.731146724
ZFP1,-0.077391104,0.73131324
CALHM5,-0.163850055,0.731325288
SPCS2,0.139020275,0.731438917
SOX1,0.07503785,0.731456329
CABP4,0.141100998,0.731458004
MTFP1,0.125091873,0.731625977
POU3F4,-0.121099957,0.731890867
LINC02251,-0.150053652,0.731996207
BAX,0.085247806,0.731998893
THEMIS2,0.120831677,0.732102008
GFRA1,-0.584366981,0.732211049
GJB6,0.157255751,0.732343544
LINC00222,0.122047613,0.732637219
ANAPC16,-0.111324499,0.732854929
PROCA1,0.07795404,0.732868913
COL4A4,0.119868667,0.733197298
CLIC4,0.104789684,0.733246371
PFKFB4,0.088643559,0.733428525
HVCN1,0.412378285,0.733722994
E2F7,0.20232132,0.733775728
HDGF,0.077452941,0.733840347
VNN2,0.185834675,0.734035072
ZCCHC2,0.090673383,0.734095003
TSHZ1,0.108719399,0.734311555
OVCH1,0.201682481,0.734565809
RNU2-58P,-0.20271134,0.734667338
UBE2J2,0.078304438,0.734767212
BMP2,0.067393948,0.73478005
PRRG1,0.110566376,0.735269074
IGLV1-50,0.149920611,0.73543459
SLC39A1,-0.094543807,0.735510102
LUM,0.172487515,0.735548465
LINC01376,0.135977933,0.735595581
APOL6,0.103974959,0.73565915
ACP3,0.152591225,0.735784307
IL11,-0.117938653,0.735909161
DTX1,0.073695213,0.736394034
KLHL17,0.10522263,0.73646798
FIBCD1,-0.147901663,0.736494519
FAM114A1,0.118529608,0.736560232
ATP1B2,-0.108714649,0.736609673
MYZAP,-0.162855644,0.736639482
LYPLA1,-0.098463471,0.736705919
PTGES3,-0.111379682,0.736712218
OTX1,-0.129313748,0.736930798
ALK,0.092898755,0.736966327
IL19,0.135849086,0.737288807
AMFR,0.068408901,0.737807095
TEK,-0.159096478,0.738007197
CEBPG,0.10852205,0.738225825
SEMA4B,0.072737588,0.738530695
